time,temp,rhum,wspd
2021-10-08 18:00:00,41.89,49.53,2.04
2021-10-08 19:00:00,42.28,52.04,3.04
2021-10-08 20:00:00,40.91,41.98,2.77
2021-10-08 21:00:00,40.23,46.23,2.65
2021-10-08 22:00:00,40.13,45.23,2.87
2021-10-08 23:00:00,39.29,47.16,2.66
2021-10-09 00:00:00,41.07,51.61,2.25
2021-10-09 01:00:00,36.88,56.44,2.19
2021-10-09 02:00:00,36.2,57.07,1.8
2021-10-09 03:00:00,33.42,63.31,1.36
2021-10-09 04:00:00,31.05,66.5,0.9
2021-10-09 05:00:00,33.47,61.41,0.8
2021-10-09 06:00:00,30.13,67.9,0.86
2021-10-09 07:00:00,32.46,70.52,1.36
2021-10-09 08:00:00,30.83,69.4,0.17
2021-10-09 09:00:00,31.61,73.75,0.1
2021-10-09 10:00:00,30.45,62.43,0.63
2021-10-09 11:00:00,30.3,68.59,0.25
2021-10-09 12:00:00,35.14,57.9,0.91
2021-10-09 13:00:00,32.18,62.99,1.16
2021-10-09 14:00:00,36.2,60.7,1.18
2021-10-09 15:00:00,38.88,56.65,1.36
2021-10-09 16:00:00,39.27,48.49,2.0
2021-10-09 17:00:00,37.45,46.29,2.55
2021-10-09 18:00:00,40.12,45.55,2.56
2021-10-09 19:00:00,40.66,46.44,1.99
2021-10-09 20:00:00,38.86,48.92,2.64
2021-10-09 21:00:00,39.92,50.02,2.72
2021-10-09 22:00:00,40.31,48.78,3.35
2021-10-09 23:00:00,41.77,46.27,2.59
2021-10-10 00:00:00,38.1,50.82,1.68
2021-10-10 01:00:00,38.46,55.94,2.52
2021-10-10 02:00:00,38.55,59.74,2.28
2021-10-10 03:00:00,35.36,61.63,1.11
2021-10-10 04:00:00,33.01,62.43,1.8
2021-10-10 05:00:00,31.31,67.31,1.17
2021-10-10 06:00:00,30.42,72.05,0.58
2021-10-10 07:00:00,31.66,68.61,0.72
2021-10-10 08:00:00,31.0,70.33,0.4
2021-10-10 09:00:00,30.24,69.92,0.1
2021-10-10 10:00:00,30.93,69.0,0.51
2021-10-10 11:00:00,31.73,68.63,0.2
2021-10-10 12:00:00,35.55,66.87,1.05
2021-10-10 13:00:00,34.04,61.46,0.77
2021-10-10 14:00:00,37.83,58.04,1.12
2021-10-10 15:00:00,38.55,53.71,1.44
2021-10-10 16:00:00,39.27,54.08,2.02
2021-10-10 17:00:00,40.16,53.47,2.34
2021-10-10 18:00:00,39.2,49.42,2.19
2021-10-10 19:00:00,41.48,47.84,2.51
2021-10-10 20:00:00,42.11,41.33,2.22
2021-10-10 21:00:00,41.14,44.96,2.84
2021-10-10 22:00:00,41.65,52.24,2.92
2021-10-10 23:00:00,38.99,49.41,2.89
2021-10-11 00:00:00,38.7,45.77,2.41
2021-10-11 01:00:00,37.54,51.6,2.51
2021-10-11 02:00:00,35.21,62.2,1.82
2021-10-11 03:00:00,33.53,65.68,1.98
2021-10-11 04:00:00,31.42,61.92,1.38
2021-10-11 05:00:00,32.58,60.04,0.5
2021-10-11 06:00:00,32.82,68.45,0.36
2021-10-11 07:00:00,30.77,74.57,0.6
2021-10-11 08:00:00,30.55,69.54,0.13
2021-10-11 09:00:00,31.28,65.7,0.47
2021-10-11 10:00:00,33.06,72.51,0.27
2021-10-11 11:00:00,31.03,68.13,0.26
2021-10-11 12:00:00,31.51,67.38,1.05
2021-10-11 13:00:00,35.79,62.85,0.78
2021-10-11 14:00:00,35.74,52.38,0.4
2021-10-11 15:00:00,38.97,49.95,1.59
2021-10-11 16:00:00,37.76,51.47,1.99
2021-10-11 17:00:00,39.99,46.03,2.34
2021-10-11 18:00:00,38.73,47.33,2.86
2021-10-11 19:00:00,41.77,48.29,2.51
2021-10-11 20:00:00,40.6,45.16,3.24
2021-10-11 21:00:00,39.6,45.91,2.71
2021-10-11 22:00:00,39.78,51.95,2.36
2021-10-11 23:00:00,39.42,46.26,2.52
2021-10-12 00:00:00,37.97,52.85,2.3
2021-10-12 01:00:00,36.19,50.47,2.17
2021-10-12 02:00:00,34.64,55.02,2.44
2021-10-12 03:00:00,35.41,56.61,2.02
2021-10-12 04:00:00,31.49,63.06,1.18
2021-10-12 05:00:00,31.42,65.28,1.36
2021-10-12 06:00:00,30.1,67.5,0.76
2021-10-12 07:00:00,28.56,65.9,0.37
2021-10-12 08:00:00,31.71,69.8,0.1
2021-10-12 09:00:00,30.65,71.96,0.26
2021-10-12 10:00:00,29.46,67.72,0.76
2021-10-12 11:00:00,33.26,68.32,0.95
2021-10-12 12:00:00,31.22,55.89,1.03
2021-10-12 13:00:00,32.39,63.24,0.11
2021-10-12 14:00:00,34.02,59.19,1.15
2021-10-12 15:00:00,36.38,58.09,1.54
2021-10-12 16:00:00,39.25,44.64,2.08
2021-10-12 17:00:00,39.19,55.89,2.86
2021-10-12 18:00:00,39.69,49.25,2.41
2021-10-12 19:00:00,41.95,45.89,2.42
2021-10-12 20:00:00,40.62,41.84,2.97
2021-10-12 21:00:00,40.54,46.56,3.03
2021-10-12 22:00:00,40.15,50.07,2.73
2021-10-12 23:00:00,37.52,49.76,3.02
2021-10-13 00:00:00,37.9,52.02,2.66
2021-10-13 01:00:00,37.84,56.52,2.02
2021-10-13 02:00:00,37.28,57.1,2.19
2021-10-13 03:00:00,36.5,60.83,1.9
2021-10-13 04:00:00,33.79,66.4,0.71
2021-10-13 05:00:00,32.27,65.37,0.62
2021-10-13 06:00:00,30.86,73.59,0.33
2021-10-13 07:00:00,29.93,74.16,0.51
2021-10-13 08:00:00,32.11,64.94,0.1
2021-10-13 09:00:00,29.67,69.49,0.1
2021-10-13 10:00:00,30.3,71.32,0.1
2021-10-13 11:00:00,33.88,69.49,0.69
2021-10-13 12:00:00,33.21,61.24,0.96
2021-10-13 13:00:00,35.05,59.68,1.09
2021-10-13 14:00:00,35.83,58.62,1.2
2021-10-13 15:00:00,35.87,60.33,1.26
2021-10-13 16:00:00,39.61,54.46,2.15
2021-10-13 17:00:00,37.84,50.6,1.76
2021-10-13 18:00:00,42.0,45.09,2.76
2021-10-13 19:00:00,39.47,46.35,2.32
2021-10-13 20:00:00,40.93,45.94,3.02
2021-10-13 21:00:00,40.47,50.99,2.46
2021-10-13 22:00:00,41.31,50.46,2.88
2021-10-13 23:00:00,38.87,49.75,2.5
2021-10-14 00:00:00,39.81,51.92,2.61
2021-10-14 01:00:00,36.01,53.03,2.01
2021-10-14 02:00:00,36.24,56.66,2.16
2021-10-14 03:00:00,34.72,68.86,1.62
2021-10-14 04:00:00,33.36,67.81,0.93
2021-10-14 05:00:00,34.15,70.87,1.08
2021-10-14 06:00:00,32.19,62.68,0.79
2021-10-14 07:00:00,30.72,68.04,0.35
2021-10-14 08:00:00,31.15,70.58,0.65
2021-10-14 09:00:00,31.05,66.69,0.12
2021-10-14 10:00:00,31.19,69.89,0.1
2021-10-14 11:00:00,32.54,64.58,0.25
2021-10-14 12:00:00,31.96,69.48,0.85
2021-10-14 13:00:00,35.8,61.65,0.49
2021-10-14 14:00:00,35.63,51.66,1.29
2021-10-14 15:00:00,36.01,55.17,1.35
2021-10-14 16:00:00,40.06,46.6,1.53
2021-10-14 17:00:00,38.51,53.16,2.2
2021-10-14 18:00:00,40.25,48.22,1.98
2021-10-14 19:00:00,42.41,47.06,2.22
2021-10-14 20:00:00,40.64,46.98,2.32
2021-10-14 21:00:00,40.71,44.56,2.52
2021-10-14 22:00:00,38.32,47.76,2.78
2021-10-14 23:00:00,39.94,48.59,2.7
2021-10-15 00:00:00,37.83,52.34,2.78
2021-10-15 01:00:00,37.28,51.87,1.8
2021-10-15 02:00:00,36.82,59.16,1.84
2021-10-15 03:00:00,35.16,60.57,1.9
2021-10-15 04:00:00,32.08,62.41,1.46
2021-10-15 05:00:00,32.27,69.54,1.27
2021-10-15 06:00:00,29.05,72.52,0.61
2021-10-15 07:00:00,30.58,67.92,0.56
2021-10-15 08:00:00,29.13,74.19,0.69
2021-10-15 09:00:00,30.13,73.4,0.1
2021-10-15 10:00:00,33.63,74.41,0.31
2021-10-15 11:00:00,31.83,66.03,0.52
2021-10-15 12:00:00,34.16,63.84,0.1
2021-10-15 13:00:00,34.67,61.01,0.3
2021-10-15 14:00:00,36.58,59.76,1.37
2021-10-15 15:00:00,39.17,52.38,1.61
2021-10-15 16:00:00,38.18,51.65,1.86
2021-10-15 17:00:00,39.25,52.5,2.17
2021-10-15 18:00:00,39.87,52.55,2.15
2021-10-15 19:00:00,42.03,49.86,1.97
2021-10-15 20:00:00,39.44,45.45,2.43
2021-10-15 21:00:00,40.81,46.23,3.09
2021-10-15 22:00:00,40.61,48.05,2.82
2021-10-15 23:00:00,38.64,49.55,2.61
2021-10-16 00:00:00,35.88,52.94,1.68
2021-10-16 01:00:00,38.51,53.27,2.08
2021-10-16 02:00:00,37.12,54.4,1.71
2021-10-16 03:00:00,36.75,59.09,1.47
2021-10-16 04:00:00,34.22,68.25,0.8
2021-10-16 05:00:00,31.98,68.09,1.49
2021-10-16 06:00:00,30.67,66.87,0.79
2021-10-16 07:00:00,28.78,68.89,0.65
2021-10-16 08:00:00,30.16,67.67,0.73
2021-10-16 09:00:00,30.5,69.36,0.72
2021-10-16 10:00:00,32.32,62.93,0.15
2021-10-16 11:00:00,30.8,66.51,0.58
2021-10-16 12:00:00,32.42,63.36,0.88
2021-10-16 13:00:00,33.34,59.46,0.97
2021-10-16 14:00:00,34.6,62.98,1.39
2021-10-16 15:00:00,36.03,52.24,1.3
2021-10-16 16:00:00,37.34,49.66,1.74
2021-10-16 17:00:00,39.07,50.38,1.73
2021-10-16 18:00:00,37.75,48.56,2.39
2021-10-16 19:00:00,39.58,44.63,2.64
2021-10-16 20:00:00,40.2,46.5,2.8
2021-10-16 21:00:00,39.18,45.82,2.83
2021-10-16 22:00:00,38.34,49.03,2.58
2021-10-16 23:00:00,40.93,54.17,2.05
2021-10-17 00:00:00,39.51,48.69,2.24
2021-10-17 01:00:00,37.1,57.22,2.08
2021-10-17 02:00:00,35.08,56.7,2.08
2021-10-17 03:00:00,32.04,65.81,1.79
2021-10-17 04:00:00,33.28,62.47,0.64
2021-10-17 05:00:00,32.0,68.74,0.82
2021-10-17 06:00:00,31.39,65.35,0.81
2021-10-17 07:00:00,29.66,72.43,0.53
2021-10-17 08:00:00,31.84,71.17,0.62
2021-10-17 09:00:00,34.01,69.74,0.1
2021-10-17 10:00:00,30.82,71.13,0.1
2021-10-17 11:00:00,31.09,66.11,0.95
2021-10-17 12:00:00,30.21,61.63,0.67
2021-10-17 13:00:00,35.77,62.68,0.53
2021-10-17 14:00:00,35.83,55.28,0.96
2021-10-17 15:00:00,37.29,56.47,1.34
2021-10-17 16:00:00,39.27,54.52,1.67
2021-10-17 17:00:00,38.45,49.66,2.2
2021-10-17 18:00:00,40.08,45.61,2.72
2021-10-17 19:00:00,41.77,51.14,2.85
2021-10-17 20:00:00,40.62,49.01,3.05
2021-10-17 21:00:00,39.67,50.84,2.78
2021-10-17 22:00:00,41.84,48.2,2.35
2021-10-17 23:00:00,38.73,51.45,2.71
2021-10-18 00:00:00,38.19,48.74,1.88
2021-10-18 01:00:00,39.21,56.79,2.48
2021-10-18 02:00:00,36.27,51.74,1.23
2021-10-18 03:00:00,32.02,61.86,1.35
2021-10-18 04:00:00,33.01,64.01,1.09
2021-10-18 05:00:00,30.52,66.6,0.84
2021-10-18 06:00:00,30.22,76.01,1.0
2021-10-18 07:00:00,29.33,72.07,0.22
2021-10-18 08:00:00,31.74,69.8,0.59
2021-10-18 09:00:00,32.48,70.78,0.38
2021-10-18 10:00:00,31.78,69.81,0.71
2021-10-18 11:00:00,32.37,70.16,0.15
2021-10-18 12:00:00,31.97,65.62,0.53
2021-10-18 13:00:00,33.84,62.63,0.91
2021-10-18 14:00:00,35.39,60.61,1.21
2021-10-18 15:00:00,37.19,56.17,1.42
2021-10-18 16:00:00,37.52,52.54,1.6
2021-10-18 17:00:00,38.24,52.16,2.17
2021-10-18 18:00:00,38.91,52.67,1.97
2021-10-18 19:00:00,40.05,45.85,2.45
2021-10-18 20:00:00,40.25,42.46,3.47
2021-10-18 21:00:00,38.62,45.24,2.51
2021-10-18 22:00:00,39.84,47.27,3.43
2021-10-18 23:00:00,39.35,48.84,2.16
2021-10-19 00:00:00,36.73,51.53,2.46
2021-10-19 01:00:00,36.5,56.61,2.4
2021-10-19 02:00:00,34.7,62.96,2.09
2021-10-19 03:00:00,34.28,65.79,1.72
2021-10-19 04:00:00,34.22,68.62,0.69
2021-10-19 05:00:00,33.71,63.76,0.95
2021-10-19 06:00:00,30.29,66.74,0.83
2021-10-19 07:00:00,29.31,60.89,0.68
2021-10-19 08:00:00,30.81,70.52,0.31
2021-10-19 09:00:00,31.36,71.89,0.47
2021-10-19 10:00:00,29.82,71.05,0.43
2021-10-19 11:00:00,31.28,68.66,0.57
2021-10-19 12:00:00,30.43,74.81,0.44
2021-10-19 13:00:00,33.24,58.27,0.65
2021-10-19 14:00:00,35.0,63.63,0.85
2021-10-19 15:00:00,35.5,57.25,1.5
2021-10-19 16:00:00,38.47,50.45,2.2
2021-10-19 17:00:00,38.12,47.65,1.85
2021-10-19 18:00:00,38.56,48.97,1.83
2021-10-19 19:00:00,39.34,56.8,2.65
2021-10-19 20:00:00,40.99,47.93,2.49
2021-10-19 21:00:00,40.02,43.57,2.36
2021-10-19 22:00:00,41.2,48.31,2.43
2021-10-19 23:00:00,39.9,49.4,2.84
2021-10-20 00:00:00,37.13,53.48,2.43
2021-10-20 01:00:00,37.24,55.91,1.83
2021-10-20 02:00:00,33.68,58.65,2.19
2021-10-20 03:00:00,34.03,61.11,1.34
2021-10-20 04:00:00,34.37,61.64,0.6
2021-10-20 05:00:00,29.39,70.12,0.95
2021-10-20 06:00:00,30.0,65.78,0.23
2021-10-20 07:00:00,31.31,70.15,0.66
2021-10-20 08:00:00,28.32,70.39,0.24
2021-10-20 09:00:00,30.6,70.87,0.1
2021-10-20 10:00:00,30.58,67.9,0.42
2021-10-20 11:00:00,32.33,70.03,0.43
2021-10-20 12:00:00,31.17,67.07,0.87
2021-10-20 13:00:00,33.16,64.53,0.54
2021-10-20 14:00:00,35.98,56.56,0.69
2021-10-20 15:00:00,35.65,59.79,2.0
2021-10-20 16:00:00,38.23,49.53,2.42
2021-10-20 17:00:00,37.55,53.23,2.32
2021-10-20 18:00:00,39.61,45.51,1.83
2021-10-20 19:00:00,38.28,52.45,2.98
2021-10-20 20:00:00,42.52,45.74,2.8
2021-10-20 21:00:00,39.29,46.68,2.25
2021-10-20 22:00:00,39.13,50.33,2.09
2021-10-20 23:00:00,38.21,46.94,2.35
2021-10-21 00:00:00,37.47,55.98,1.6
2021-10-21 01:00:00,35.36,60.06,1.8
2021-10-21 02:00:00,34.76,55.63,1.35
2021-10-21 03:00:00,33.16,62.36,1.25
2021-10-21 04:00:00,31.86,65.41,1.07
2021-10-21 05:00:00,29.46,72.87,0.92
2021-10-21 06:00:00,29.56,66.79,0.89
2021-10-21 07:00:00,30.61,75.22,0.93
2021-10-21 08:00:00,29.77,67.93,0.35
2021-10-21 09:00:00,29.66,72.43,0.17
2021-10-21 10:00:00,31.72,70.83,0.32
2021-10-21 11:00:00,31.55,68.58,0.82
2021-10-21 12:00:00,32.01,68.14,0.95
2021-10-21 13:00:00,35.98,59.28,0.45
2021-10-21 14:00:00,34.52,57.54,1.45
2021-10-21 15:00:00,35.54,54.95,1.91
2021-10-21 16:00:00,38.42,53.59,1.96
2021-10-21 17:00:00,40.39,41.89,2.34
2021-10-21 18:00:00,38.55,51.11,2.04
2021-10-21 19:00:00,42.01,50.83,2.4
2021-10-21 20:00:00,39.86,46.78,2.07
2021-10-21 21:00:00,38.65,43.19,2.55
2021-10-21 22:00:00,40.41,54.28,2.11
2021-10-21 23:00:00,39.15,45.33,2.29
2021-10-22 00:00:00,40.06,50.05,2.48
2021-10-22 01:00:00,35.42,57.2,2.47
2021-10-22 02:00:00,34.18,57.1,2.01
2021-10-22 03:00:00,35.55,61.65,1.43
2021-10-22 04:00:00,33.82,62.19,1.05
2021-10-22 05:00:00,31.07,61.13,0.47
2021-10-22 06:00:00,29.76,70.93,0.63
2021-10-22 07:00:00,29.7,75.73,0.23
2021-10-22 08:00:00,30.17,64.5,0.1
2021-10-22 09:00:00,30.98,74.54,0.63
2021-10-22 10:00:00,28.2,62.44,0.1
2021-10-22 11:00:00,31.31,71.05,0.58
2021-10-22 12:00:00,32.27,63.97,0.94
2021-10-22 13:00:00,31.66,60.91,0.72
2021-10-22 14:00:00,34.91,56.31,1.22
2021-10-22 15:00:00,35.56,58.25,1.57
2021-10-22 16:00:00,38.68,54.97,2.26
2021-10-22 17:00:00,37.7,48.0,1.52
2021-10-22 18:00:00,41.29,50.46,2.56
2021-10-22 19:00:00,39.92,48.67,2.24
2021-10-22 20:00:00,39.0,45.7,2.67
2021-10-22 21:00:00,40.4,49.26,3.51
2021-10-22 22:00:00,37.0,50.68,2.57
2021-10-22 23:00:00,40.2,42.64,2.52
2021-10-23 00:00:00,36.15,54.63,2.48
2021-10-23 01:00:00,36.04,57.75,1.94
2021-10-23 02:00:00,35.33,60.86,1.48
2021-10-23 03:00:00,33.33,57.5,1.79
2021-10-23 04:00:00,33.26,66.27,1.21
2021-10-23 05:00:00,30.74,69.18,0.92
2021-10-23 06:00:00,30.97,67.9,0.86
2021-10-23 07:00:00,32.6,71.41,0.71
2021-10-23 08:00:00,29.32,70.65,0.1
2021-10-23 09:00:00,30.38,71.95,0.69
2021-10-23 10:00:00,31.78,65.43,0.23
2021-10-23 11:00:00,33.07,65.68,0.36
2021-10-23 12:00:00,30.94,65.11,0.86
2021-10-23 13:00:00,31.5,62.22,0.89
2021-10-23 14:00:00,34.72,59.26,0.91
2021-10-23 15:00:00,34.67,52.95,1.62
2021-10-23 16:00:00,36.52,56.97,2.07
2021-10-23 17:00:00,38.49,50.65,2.04
2021-10-23 18:00:00,39.29,52.27,2.11
2021-10-23 19:00:00,39.53,48.89,2.13
2021-10-23 20:00:00,40.29,45.3,2.49
2021-10-23 21:00:00,42.44,43.32,2.29
2021-10-23 22:00:00,37.73,45.21,2.5
2021-10-23 23:00:00,40.66,50.68,2.58
2021-10-24 00:00:00,39.3,49.92,1.97
2021-10-24 01:00:00,35.84,55.41,2.17
2021-10-24 02:00:00,34.89,54.94,1.81
2021-10-24 03:00:00,34.07,59.79,1.77
2021-10-24 04:00:00,33.81,63.24,1.82
2021-10-24 05:00:00,33.98,67.58,1.78
2021-10-24 06:00:00,29.82,68.34,1.04
2021-10-24 07:00:00,29.28,68.03,0.43
2021-10-24 08:00:00,27.67,71.27,0.1
2021-10-24 09:00:00,31.66,74.81,0.1
2021-10-24 10:00:00,29.66,72.38,0.23
2021-10-24 11:00:00,31.91,64.84,0.6
2021-10-24 12:00:00,32.9,63.62,0.38
2021-10-24 13:00:00,33.32,61.82,0.66
2021-10-24 14:00:00,34.56,51.83,0.86
2021-10-24 15:00:00,37.77,54.25,1.45
2021-10-24 16:00:00,36.22,55.12,1.73
2021-10-24 17:00:00,40.0,50.54,2.76
2021-10-24 18:00:00,39.01,48.11,2.49
2021-10-24 19:00:00,39.46,48.81,2.61
2021-10-24 20:00:00,40.82,46.59,2.8
2021-10-24 21:00:00,37.99,55.76,2.71
2021-10-24 22:00:00,38.26,45.83,2.23
2021-10-24 23:00:00,38.67,52.93,2.38
2021-10-25 00:00:00,34.7,48.21,2.37
2021-10-25 01:00:00,36.47,53.46,2.2
2021-10-25 02:00:00,36.11,58.69,1.91
2021-10-25 03:00:00,35.16,63.7,1.51
2021-10-25 04:00:00,29.6,62.45,0.88
2021-10-25 05:00:00,30.46,66.16,0.79
2021-10-25 06:00:00,28.57,66.3,1.04
2021-10-25 07:00:00,28.71,66.55,0.44
2021-10-25 08:00:00,29.48,72.22,0.35
2021-10-25 09:00:00,28.63,69.6,0.32
2021-10-25 10:00:00,27.89,65.67,0.25
2021-10-25 11:00:00,32.44,62.52,0.7
2021-10-25 12:00:00,32.81,65.24,1.19
2021-10-25 13:00:00,33.23,62.25,1.07
2021-10-25 14:00:00,35.23,55.49,0.82
2021-10-25 15:00:00,36.88,59.48,0.9
2021-10-25 16:00:00,37.45,52.05,2.08
2021-10-25 17:00:00,39.11,46.7,1.92
2021-10-25 18:00:00,38.21,49.62,3.08
2021-10-25 19:00:00,40.66,51.77,2.87
2021-10-25 20:00:00,39.19,44.11,2.87
2021-10-25 21:00:00,40.94,42.0,2.62
2021-10-25 22:00:00,38.79,47.6,2.87
2021-10-25 23:00:00,39.65,50.65,2.15
2021-10-26 00:00:00,38.86,47.46,2.16
2021-10-26 01:00:00,35.43,53.05,2.64
2021-10-26 02:00:00,31.67,59.67,1.78
2021-10-26 03:00:00,32.28,62.03,1.95
2021-10-26 04:00:00,30.92,63.69,1.05
2021-10-26 05:00:00,29.98,64.07,1.12
2021-10-26 06:00:00,28.52,71.15,0.8
2021-10-26 07:00:00,29.84,68.93,0.77
2021-10-26 08:00:00,30.9,66.48,0.11
2021-10-26 09:00:00,30.5,69.27,0.38
2021-10-26 10:00:00,29.0,73.94,0.48
2021-10-26 11:00:00,31.17,62.73,0.63
2021-10-26 12:00:00,30.13,63.45,0.78
2021-10-26 13:00:00,32.61,61.98,1.05
2021-10-26 14:00:00,33.02,62.39,1.11
2021-10-26 15:00:00,36.2,61.32,1.53
2021-10-26 16:00:00,37.62,52.5,2.08
2021-10-26 17:00:00,37.92,50.57,1.34
2021-10-26 18:00:00,37.23,47.9,2.63
2021-10-26 19:00:00,38.52,47.95,2.27
2021-10-26 20:00:00,40.63,46.3,2.99
2021-10-26 21:00:00,38.44,45.47,3.25
2021-10-26 22:00:00,39.73,51.55,2.45
2021-10-26 23:00:00,37.49,48.06,2.44
2021-10-27 00:00:00,36.72,51.32,2.59
2021-10-27 01:00:00,38.23,54.57,2.09
2021-10-27 02:00:00,33.97,50.73,0.91
2021-10-27 03:00:00,33.61,58.93,1.57
2021-10-27 04:00:00,31.83,61.3,1.1
2021-10-27 05:00:00,32.09,68.29,1.21
2021-10-27 06:00:00,31.54,70.0,0.44
2021-10-27 07:00:00,29.48,70.46,0.62
2021-10-27 08:00:00,28.78,71.82,0.64
2021-10-27 09:00:00,29.75,68.41,0.17
2021-10-27 10:00:00,28.35,65.33,0.34
2021-10-27 11:00:00,32.4,62.77,0.41
2021-10-27 12:00:00,30.6,60.61,0.89
2021-10-27 13:00:00,33.6,59.36,0.73
2021-10-27 14:00:00,33.46,59.12,1.08
2021-10-27 15:00:00,37.67,56.13,1.58
2021-10-27 16:00:00,34.93,52.21,1.73
2021-10-27 17:00:00,39.66,45.32,1.88
2021-10-27 18:00:00,38.97,49.53,2.15
2021-10-27 19:00:00,38.37,47.01,2.28
2021-10-27 20:00:00,39.26,48.68,2.88
2021-10-27 21:00:00,39.22,46.27,2.39
2021-10-27 22:00:00,37.28,53.05,2.67
2021-10-27 23:00:00,39.41,46.85,2.23
2021-10-28 00:00:00,36.66,51.89,1.87
2021-10-28 01:00:00,35.65,58.16,1.93
2021-10-28 02:00:00,34.31,61.02,2.28
2021-10-28 03:00:00,32.56,60.72,0.82
2021-10-28 04:00:00,30.72,65.38,1.07
2021-10-28 05:00:00,28.1,61.29,0.86
2021-10-28 06:00:00,29.03,67.0,0.39
2021-10-28 07:00:00,28.74,68.13,0.78
2021-10-28 08:00:00,29.33,67.49,1.03
2021-10-28 09:00:00,31.44,69.6,0.1
2021-10-28 10:00:00,28.37,73.63,0.35
2021-10-28 11:00:00,30.2,63.21,0.1
2021-10-28 12:00:00,32.79,63.15,0.4
2021-10-28 13:00:00,33.19,59.99,0.86
2021-10-28 14:00:00,37.11,56.96,1.57
2021-10-28 15:00:00,34.33,61.79,1.27
2021-10-28 16:00:00,38.2,53.36,1.57
2021-10-28 17:00:00,39.49,50.27,2.85
2021-10-28 18:00:00,38.53,47.14,2.2
2021-10-28 19:00:00,38.04,47.66,2.37
2021-10-28 20:00:00,39.34,47.76,2.85
2021-10-28 21:00:00,38.96,43.38,3.2
2021-10-28 22:00:00,39.0,51.71,2.58
2021-10-28 23:00:00,37.72,52.82,2.98
2021-10-29 00:00:00,35.25,57.75,2.73
2021-10-29 01:00:00,36.52,61.22,1.75
2021-10-29 02:00:00,31.92,60.35,1.88
2021-10-29 03:00:00,33.11,59.48,1.55
2021-10-29 04:00:00,30.85,68.91,0.94
2021-10-29 05:00:00,31.45,63.46,0.63
2021-10-29 06:00:00,32.71,70.24,0.1
2021-10-29 07:00:00,32.31,67.54,0.53
2021-10-29 08:00:00,31.88,71.01,0.19
2021-10-29 09:00:00,27.6,70.09,0.1
2021-10-29 10:00:00,28.1,72.83,0.82
2021-10-29 11:00:00,27.72,65.2,0.1
2021-10-29 12:00:00,32.48,63.4,0.89
2021-10-29 13:00:00,32.01,59.38,1.39
2021-10-29 14:00:00,35.29,61.01,0.83
2021-10-29 15:00:00,37.12,56.99,1.75
2021-10-29 16:00:00,37.18,51.21,1.14
2021-10-29 17:00:00,37.43,48.32,2.06
2021-10-29 18:00:00,35.81,52.29,1.95
2021-10-29 19:00:00,40.15,49.53,2.34
2021-10-29 20:00:00,36.99,47.35,2.61
2021-10-29 21:00:00,38.11,52.72,3.12
2021-10-29 22:00:00,38.18,49.02,2.49
2021-10-29 23:00:00,38.02,53.3,2.97
2021-10-30 00:00:00,36.19,54.79,2.39
2021-10-30 01:00:00,33.99,51.5,2.11
2021-10-30 02:00:00,34.54,63.11,2.09
2021-10-30 03:00:00,34.15,65.29,1.75
2021-10-30 04:00:00,29.25,67.4,0.8
2021-10-30 05:00:00,31.04,64.36,0.98
2021-10-30 06:00:00,30.14,70.81,0.53
2021-10-30 07:00:00,30.4,70.7,0.66
2021-10-30 08:00:00,28.71,68.64,0.21
2021-10-30 09:00:00,28.07,71.63,0.24
2021-10-30 10:00:00,30.13,70.52,0.86
2021-10-30 11:00:00,33.12,65.15,0.49
2021-10-30 12:00:00,31.19,63.48,0.82
2021-10-30 13:00:00,33.01,60.45,0.87
2021-10-30 14:00:00,35.07,57.23,0.86
2021-10-30 15:00:00,34.86,52.8,1.16
2021-10-30 16:00:00,36.62,55.82,1.37
2021-10-30 17:00:00,36.77,46.6,1.98
2021-10-30 18:00:00,40.58,43.0,2.22
2021-10-30 19:00:00,38.94,50.68,2.57
2021-10-30 20:00:00,39.01,47.74,2.74
2021-10-30 21:00:00,39.83,48.09,2.36
2021-10-30 22:00:00,37.22,48.85,3.04
2021-10-30 23:00:00,37.5,52.09,2.94
2021-10-31 00:00:00,36.3,53.99,2.0
2021-10-31 01:00:00,34.33,58.26,2.33
2021-10-31 02:00:00,31.75,59.55,1.7
2021-10-31 03:00:00,33.84,58.97,1.31
2021-10-31 04:00:00,30.9,67.18,0.96
2021-10-31 05:00:00,29.1,65.62,0.88
2021-10-31 06:00:00,28.94,68.06,0.72
2021-10-31 07:00:00,28.18,73.12,0.58
2021-10-31 08:00:00,30.1,73.93,0.1
2021-10-31 09:00:00,29.66,61.76,0.37
2021-10-31 10:00:00,28.9,68.01,0.48
2021-10-31 11:00:00,29.7,61.9,0.62
2021-10-31 12:00:00,30.07,63.85,0.82
2021-10-31 13:00:00,32.15,58.06,0.78
2021-10-31 14:00:00,33.84,58.48,1.12
2021-10-31 15:00:00,34.77,51.05,1.41
2021-10-31 16:00:00,36.92,57.61,1.5
2021-10-31 17:00:00,36.26,52.73,2.06
2021-10-31 18:00:00,36.17,49.99,2.35
2021-10-31 19:00:00,39.42,49.28,1.93
2021-10-31 20:00:00,37.92,48.99,2.78
2021-10-31 21:00:00,38.55,43.02,2.65
2021-10-31 22:00:00,37.46,47.51,2.64
2021-10-31 23:00:00,36.51,47.89,2.76
2021-11-01 00:00:00,37.11,55.25,2.62
